,NUID,FirstName,LastName,DOB,Email,Gender,OnCampus,GraduationDate,StreetAddress,City,State,Zipcode,CountryOfOrigin,EmpStatus,CoopStatus,Home_Address,Home_City,Home_State,Home_Zipcode,Prof_Address,Prof_City,Prof_State,Prof_Zipcode
282,3744196,Anthony,Tran,2010-12-06,anthony.t@northeastern.edu,M,No,2025-09-14,906 Hernandez Trail Suite 455,Lopezhaven,Tennessee,31862,Korea,Employed,Yes,71786 Angela Brooks Suite 169,North April,Wisconsin,11974,6120 Paige Inlet Apt. 075,Lake Davidhaven,Utah,55179
283,2282751,Christopher,Hampton,1908-04-23,christopher.h@northeastern.edu,F,No,2023-07-17,52823 Chad Falls,West Ronaldtown,Virginia,81702,Slovakia (Slovak Republic),Unemployed,No,13639 Heather Estate,South Karaport,Nebraska,00515,136 Odonnell Meadow Suite 608,Heatherborough,New Jersey,99261
284,6245592,Melissa,Campbell,2014-08-05,melissa.c@northeastern.edu,M,No,2022-02-06,83658 Paula Dale,East Corey,Rhode Island,51949,Suriname,Employed,No,22415 Ewing Walks Apt. 092,New Heatherfurt,Minnesota,68550,975 Lisa Valleys Apt. 844,Valdezfurt,Vermont,97780
285,9181779,Danielle,Garcia,1969-11-12,danielle.g@northeastern.edu,F,No,2025-05-06,592 Flores Ports,Morrisonstad,Georgia,08595,Sierra Leone,Unemployed,Yes,8457 Elizabeth Trafficway,Melindaville,Georgia,46661,239 Thornton Glen,New Megan,South Dakota,09641
286,7177021,Anthony,Grant,1984-02-16,anthony.g@northeastern.edu,M,No,2024-02-18,7002 Bowers Turnpike,Lake Stephanieville,Oklahoma,99820,Liechtenstein,Employed,No,865 Taylor Corner Apt. 224,North Michael,New Mexico,23493,7436 Walker Springs Apt. 402,Davidshire,Oregon,51456
287,5371760,Elizabeth,Maxwell,1955-07-07,elizabeth.m@northeastern.edu,F,No,2024-08-21,493 Johnson Creek,South Davidland,Texas,27246,Yemen,Unemployed,No,86353 Jennifer Forges Suite 035,Longville,Oregon,12216,0486 Doyle Mountains,Lake Matthewborough,Minnesota,02684
288,5004350,Tanya,Carpenter,1974-11-16,tanya.c@northeastern.edu,M,No,2022-08-18,576 Walker Forks Apt. 882,North Gary,Alaska,81945,Equatorial Guinea,Employed,Yes,247 Meredith Village Apt. 179,New Brittanyshire,Ohio,51610,710 Reynolds Brooks Apt. 453,West Jared,Rhode Island,87929
289,3199042,Ronald,Gibson,2005-04-23,ronald.g@northeastern.edu,F,No,2023-06-15,851 Melissa Mountains,West Kevin,Washington,72960,Korea,Unemployed,No,0485 Morris Meadow,Davisburgh,Wisconsin,11402,3805 Montes Overpass,Haroldport,New Mexico,75740
290,6100226,Taylor,Moore,2010-01-31,taylor.m@northeastern.edu,M,No,2023-04-02,581 Moreno Unions Apt. 835,Maysfurt,Idaho,70281,Tonga,Employed,No,1752 Jesse Alley,Amymouth,North Dakota,87750,8274 Mata Spur,North William,Kansas,94307
291,9074670,Scott,Hardy,1987-02-13,scott.h@northeastern.edu,F,No,2024-01-08,727 Valencia Bypass Apt. 956,East Rhonda,New Hampshire,13794,Denmark,Unemployed,Yes,0103 Christy Landing,North Michael,Idaho,68815,74685 Joshua Parkway,West Dustinview,West Virginia,51736
292,5433869,Lisa,Tucker,1993-07-09,lisa.t@northeastern.edu,M,No,2023-05-01,9687 Stewart Place Apt. 789,Clarkstad,Washington,19437,Bolivia,Employed,No,864 Jones Locks,Thomaschester,Mississippi,03634,907 Knox Valley Suite 533,Port Jamesborough,Ohio,44515
293,6515019,Deborah,Peterson,1959-04-21,deborah.p@northeastern.edu,F,No,2024-12-31,18188 Tonya Pike,Nicholsmouth,Texas,24274,Northern Mariana Islands,Unemployed,No,6831 Kristina Lane Suite 543,Kennedystad,California,75260,531 Henry Gardens Apt. 683,Port Conniemouth,Idaho,54048
294,5042514,Anthony,Wilcox,1976-11-27,anthony.w@northeastern.edu,M,No,2024-09-22,08801 Karen Mount,Joneshaven,Idaho,37708,Montserrat,Employed,Yes,20161 Jesse Mountains,Colemanbury,Indiana,69489,4509 Vickie Village Apt. 155,Aaronburgh,Maryland,93256
295,4646356,Sarah,Bond,1941-10-15,sarah.b@northeastern.edu,F,No,2025-08-09,3061 Ryan Point,Lake Natalie,Rhode Island,49880,Kiribati,Unemployed,No,7124 Tracy Fall,Anthonybury,Colorado,92639,3098 Watson Street Suite 782,North Juan,Nebraska,10071
296,6639762,Rachel,Ramirez,1951-03-01,rachel.r@northeastern.edu,M,No,2023-06-01,869 Tina Parkways Apt. 865,Nicoleview,Maryland,02360,French Guiana,Employed,No,50150 Edwards Highway,North Theresa,Maryland,89601,41194 David Mission,West Todd,Mississippi,18295
297,9446080,Donald,Herring,1982-09-30,donald.h@northeastern.edu,F,No,2023-12-23,906 Robertson Row,Mullinsstad,Arkansas,31632,Finland,Unemployed,Yes,4798 Smith Rapids,Riveraview,Texas,93920,5910 Jeremy Knoll,Port Mike,New Hampshire,08767
298,7155293,Jennifer,Austin,1929-10-16,jennifer.a@northeastern.edu,M,No,2023-05-02,90820 William Mountains Suite 167,Peggyfurt,New Hampshire,30522,Mali,Employed,No,867 Thomas Island,South Timothy,New Jersey,59820,193 Darren Keys,Port Allisonmouth,North Carolina,68433
299,2647027,Drew,Baird,1968-08-08,drew.b@northeastern.edu,F,No,2023-01-22,44652 Lauren Glens,Matthewborough,North Carolina,35336,Namibia,Unemployed,No,380 Greer Ferry Apt. 398,Markchester,Rhode Island,02350,323 Bradley Wells,Myersberg,Virginia,28627
300,6200610,Paul,Johnston,1960-10-22,paul.j@northeastern.edu,M,No,2022-08-24,0767 Davis Road Apt. 731,Port Travis,Missouri,90830,Malta,Employed,Yes,878 Roberts Bridge Apt. 669,Lopezmouth,North Carolina,01572,80872 Rhonda Loaf,Perezchester,Indiana,93932
301,7325299,Adam,Reilly,1967-08-11,adam.r@northeastern.edu,F,No,2025-10-02,6552 Cheryl Lodge Apt. 750,Lake Christopherberg,Colorado,38984,Thailand,Unemployed,No,8765 Greg Cliff Suite 964,South Leslie,Michigan,55281,7668 Timothy Groves,Austinville,Pennsylvania,64216
302,3648802,Anthony,Harris,1951-08-17,anthony.h@northeastern.edu,M,No,2023-11-12,94494 Robert Flat Apt. 775,South Tinamouth,Louisiana,78595,Sao Tome and Principe,Employed,No,9226 Rodriguez Highway Suite 247,South Aprilville,West Virginia,50441,60862 Beck Highway Apt. 991,East Shaneshire,Georgia,95278
303,4413412,John,Owens,2004-04-19,john.o@northeastern.edu,F,No,2025-07-10,012 Thompson Junction,Lawrencestad,Maine,26074,Ukraine,Unemployed,Yes,29420 Alexis Freeway,Jenniferhaven,Wyoming,45347,4659 Jacob Highway,Port Michelle,Virginia,56980
304,7758872,Deborah,Nunez,2014-10-05,deborah.n@northeastern.edu,M,No,2023-03-05,265 Matthews Track,East Rhondaville,Texas,36150,Algeria,Employed,No,25586 Perez Gardens Suite 781,New Vickiborough,Maryland,22943,39771 Tiffany Club Suite 247,Brandonhaven,Connecticut,35788
305,2523049,Karen,Moore,2002-11-18,karen.m@northeastern.edu,F,No,2024-07-14,02693 Sara Loaf Suite 529,Port Williamburgh,Missouri,79224,Uganda,Unemployed,No,70306 Richardson Mountains,Roystad,Texas,10534,21651 Matthew Place Suite 917,Bakerville,Nebraska,05136
306,6476265,Megan,Hamilton,1924-03-25,megan.h@northeastern.edu,M,No,2024-07-26,3279 Olson Way,Martineztown,Pennsylvania,00765,Panama,Employed,Yes,637 Baker Motorway,Taylorside,Alaska,70136,7702 Gilbert Oval,North James,Vermont,63960
307,1530663,Kayla,Salazar,1912-09-06,kayla.s@northeastern.edu,F,No,2024-09-18,10484 Obrien Ports Apt. 499,Sanchezland,Hawaii,08895,Saint Vincent and the Grenadines,Unemployed,No,50944 Miles Court,Melissaton,Illinois,30085,365 Nguyen View,Michelleburgh,Utah,05480
308,4501298,Anthony,Moss,1957-07-18,anthony.m@northeastern.edu,M,No,2023-04-19,3033 Bradshaw Lakes Suite 409,East Derrick,Pennsylvania,48811,Wallis and Futuna,Employed,No,97569 Joshua Greens Apt. 802,New Richardberg,Texas,46494,064 Neal Parkways Apt. 491,Elizabethville,New Hampshire,83726
309,3274339,Phillip,Wheeler,1919-02-08,phillip.w@northeastern.edu,F,No,2022-09-18,046 Luis Locks Suite 194,North Brianna,Georgia,58566,Georgia,Unemployed,Yes,098 Gates Track Apt. 057,Johnside,Indiana,06802,8868 Casey Branch Apt. 044,Adamfurt,Ohio,30301
310,3161385,Stephanie,Smith,1954-05-30,stephanie.s@northeastern.edu,M,No,2024-12-15,7771 Alvarez Trail,Williamland,Louisiana,21004,Estonia,Employed,No,0454 Jeremiah Island Suite 685,Jayberg,Missouri,90881,334 Darren Ranch,North Shannonchester,South Carolina,65643
311,7583936,Stephen,Hawkins,1929-12-09,stephen.h@northeastern.edu,F,No,2024-03-08,8930 Carl Plain,Edwardsside,Wisconsin,53962,Guadeloupe,Unemployed,No,696 Mitchell Isle,Vargaston,Wisconsin,85527,7161 Campbell Courts,New Jessicahaven,North Dakota,03704
312,9088444,Jose,Martin,1912-04-04,jose.m@northeastern.edu,M,No,2025-07-15,39234 Albert Cape Apt. 961,Brooksview,Alaska,64263,Venezuela,Employed,Yes,56843 Julie Curve,South Timothy,South Carolina,25204,9147 Chris Row Suite 215,Greenland,Mississippi,12435
313,8328206,Clifford,Tyler,2004-03-02,clifford.t@northeastern.edu,F,No,2022-04-02,6584 Jacob Viaduct,Thomasport,Nebraska,17518,Jersey,Unemployed,No,8249 Emily Green,Andreberg,South Carolina,55161,507 Wilson Light,West Josephmouth,Alaska,07274
314,1146516,Wesley,Leonard,1953-12-01,wesley.l@northeastern.edu,M,No,2024-11-23,119 Miller Expressway Apt. 135,West Tinahaven,California,58078,Micronesia,Employed,No,458 Collier Prairie,Port Peterport,Missouri,77550,931 Nguyen Flats,Lake Susan,Missouri,44712
315,4410341,Nicole,Fernandez,1998-07-26,nicole.f@northeastern.edu,F,No,2024-02-21,885 Julie Crossing Suite 533,West Garrett,West Virginia,47045,Armenia,Unemployed,Yes,42760 Allen Via,Kellyburgh,Wisconsin,57654,7953 Sara Shores,Port William,Connecticut,07131
316,1180179,Jean,Weaver,1943-07-26,jean.w@northeastern.edu,M,No,2024-10-25,118 Susan Mission Suite 831,New Darlene,Maine,82785,Saint Kitts and Nevis,Employed,No,8367 Reed Shoals,North Rachel,Kansas,71643,8193 Michelle Tunnel,Leeport,Georgia,89487
317,6689427,Kayla,Rodriguez,1933-06-14,kayla.r@northeastern.edu,F,No,2025-08-07,8349 Gregory Ways,Mindymouth,Rhode Island,61376,Uzbekistan,Unemployed,No,460 Olsen Camp,South Thomas,North Carolina,43785,729 Valdez Canyon Suite 343,Heathermouth,Virginia,14262
318,6013734,Courtney,Harris,1912-12-02,courtney.h@northeastern.edu,M,No,2023-03-17,3378 Murphy Camp Suite 702,Keithside,California,08112,Palestinian Territory,Employed,Yes,391 Julia Squares Suite 442,Hernandezberg,Maine,10708,1327 Franklin Prairie Apt. 718,Roberttown,Vermont,84144
319,5500672,Jacob,Daniels,1914-06-21,jacob.d@northeastern.edu,F,No,2022-05-27,21956 Emily Village Apt. 349,North Jessica,Illinois,72092,Cameroon,Unemployed,No,4742 Moore Brook Suite 877,East Gerald,Illinois,53441,7947 Linda Street Apt. 699,Tannerchester,Washington,28396
320,6626345,Katelyn,Phillips,2015-01-27,katelyn.p@northeastern.edu,M,No,2024-01-02,09655 Miller Plains Suite 487,Hallville,Missouri,78732,Pakistan,Employed,No,03756 Heath Crossing,North Christopherfort,South Carolina,94010,206 Reynolds Turnpike,New Jeffreyberg,Idaho,14676
321,3890142,Jeffery,Riggs,1982-04-11,jeffery.r@northeastern.edu,F,No,2024-11-05,7631 Brown Ford Apt. 373,New Johnburgh,Maine,34413,Cote d'Ivoire,Unemployed,Yes,9254 Baker Motorway,East Patrick,Maine,18676,554 Lee Viaduct Suite 100,Lake Laura,Vermont,98017
322,7664765,Ryan,Stewart,1951-09-28,ryan.s@northeastern.edu,M,No,2023-01-03,80153 Butler Flat Apt. 656,West Aaron,Ohio,24952,Angola,Employed,No,11907 Wade Wall,Karenville,Florida,92760,90271 Ashley Hills,Camachochester,Pennsylvania,05727
323,8967095,Michelle,Fisher,1930-01-13,michelle.f@northeastern.edu,F,No,2023-04-29,6435 Aaron Circle Apt. 725,Port Tyroneside,Louisiana,62728,Sao Tome and Principe,Unemployed,No,59494 Blackwell Camp,Darylside,Delaware,53501,987 Underwood Vista Suite 441,Rebekahland,Iowa,93769
324,5886875,Lisa,Perez,1942-12-09,lisa.p@northeastern.edu,M,No,2025-02-16,018 Myers Glens,South Patricia,Hawaii,96675,Romania,Employed,Yes,4449 Hall Squares Suite 555,South Andrew,Virginia,73178,86095 Obrien Greens,Dennisfort,Arkansas,13149
325,5839402,Amber,Stevens,1939-02-26,amber.s@northeastern.edu,F,No,2024-06-22,5797 George Trail,Robertchester,Arkansas,19417,Tokelau,Unemployed,No,2572 Mclaughlin Spring Apt. 274,West Christine,Rhode Island,70509,71784 Newman Drives Apt. 478,North Hannahside,New Mexico,11019
326,2406159,Richard,Jones,1929-11-04,richard.j@northeastern.edu,M,No,2025-09-21,879 Thomas Street Suite 104,Stewartport,South Dakota,54063,Fiji,Employed,No,34773 David Island Suite 578,North Kayla,Kansas,78939,747 Pitts Common Suite 662,Barbaraport,Ohio,03586
327,3594830,Charles,Williams,1924-01-01,charles.w@northeastern.edu,F,No,2024-12-13,5957 Bailey Stream Apt. 458,Millerchester,Tennessee,91569,Palau,Unemployed,Yes,550 Dunn Viaduct,South Jasmineview,New York,02102,025 Benitez Square Suite 507,Hodgesside,Nebraska,09889
328,7370615,Kelly,Shaw,1990-01-20,kelly.s@northeastern.edu,M,No,2023-07-26,656 Ramirez View Suite 748,North David,West Virginia,85547,Greenland,Employed,No,6102 Cervantes Summit,Lake Allison,Kansas,75422,37987 Billy Key,South Michelle,Kansas,25034
329,8852356,Michael,Miller,1915-12-22,michael.m@northeastern.edu,F,No,2024-07-27,70805 Parker Hollow,South Brooke,Arizona,16430,Marshall Islands,Unemployed,No,50482 Mills Motorway Suite 237,Stevenbury,New Hampshire,47255,87848 Salas Vista,West Andrew,Nebraska,35995
330,6476944,Paul,Hawkins,1968-07-10,paul.h@northeastern.edu,M,No,2022-04-16,99796 Monica Plains Suite 797,East Brenda,California,11249,Antarctica (the territory South of 60 deg S),Employed,Yes,6561 Taylor Brooks,Rachelmouth,Kentucky,84295,130 Jordan Avenue,Markbury,Oregon,60615
331,4578443,Melissa,Pham,1932-03-12,melissa.p@northeastern.edu,F,No,2025-07-02,69012 Hall Drive,West Keith,Tennessee,51364,Sudan,Unemployed,No,649 Michaela Parks Suite 313,Port Latoya,South Dakota,32163,758 Cervantes Dam,Stewartberg,Illinois,61489
332,3522353,Derek,Howard,1943-10-27,derek.h@northeastern.edu,M,No,2025-12-02,14841 Phillip Branch Apt. 885,South Carlyton,Oregon,06068,Gabon,Employed,No,001 Bowman Plaza Apt. 027,Port Ashley,Connecticut,75447,05450 Aaron Rest,Lake Veronica,Georgia,15961
333,7347499,Lindsey,Richardson,1940-02-03,lindsey.r@northeastern.edu,F,No,2023-02-16,909 Carlson Forks Apt. 503,New Jennifer,Washington,72164,South Georgia and the South Sandwich Islands,Unemployed,Yes,2398 Laurie Centers,Kathyberg,South Dakota,27161,6703 Michael Station,Brianport,Nebraska,23303
334,7766460,Cynthia,Clark,2011-01-30,cynthia.c@northeastern.edu,M,No,2023-03-26,3708 Rosario Lock,Port Thomasberg,Florida,67686,Micronesia,Employed,No,729 Tina Ridges,Cobbfort,California,14799,30315 Young Skyway Apt. 460,South Shannonland,Alaska,53196
335,3675786,Alec,Villanueva,1919-06-10,alec.v@northeastern.edu,F,No,2022-10-03,64592 Theresa Club,Tiffanychester,Connecticut,54708,French Southern Territories,Unemployed,No,947 Clark Shores,Port Samantha,Kansas,08852,26493 Brown Valley,Jennifershire,Illinois,90940
336,9430534,Kevin,Ramirez,1914-08-13,kevin.r@northeastern.edu,M,No,2022-02-20,38202 Kevin Parks,North Lauren,Michigan,33119,Somalia,Employed,Yes,0762 Fisher Expressway,Stephentown,Montana,31121,898 Jessica Squares,North Donaldton,Nevada,75373
337,6002102,Michael,Hodge,2006-10-03,michael.h@northeastern.edu,F,No,2025-06-16,4379 Christopher Road Apt. 904,Lake Kristen,Arizona,37487,Mali,Unemployed,No,25976 Grant Extension Suite 059,Lopezborough,Kansas,19727,32327 John Ville Suite 528,Powersbury,Alabama,81738
338,2442743,Aaron,Morales,1996-11-19,aaron.m@northeastern.edu,M,No,2022-06-14,92573 Kevin Motorway Suite 360,Ashleymouth,Washington,16506,Guatemala,Employed,No,1104 Alex Shoal Apt. 158,Lake Nancy,West Virginia,62141,344 Johnson Spurs Apt. 429,Harveyville,North Dakota,06684
339,7021735,Jessica,Jones,1970-04-05,jessica.j@northeastern.edu,F,No,2024-02-19,59072 Mcmillan Square,Melissaview,Nevada,45428,Congo,Unemployed,Yes,511 Charles Mill Suite 242,West Kathleen,Ohio,92953,3003 Zachary Square Apt. 342,West Anthony,Minnesota,62936
340,3059270,Cheyenne,Torres,1971-06-08,cheyenne.t@northeastern.edu,M,No,2025-04-03,59275 Erica Underpass,Ibarrafort,Louisiana,75822,Venezuela,Employed,No,853 Melissa Road Apt. 886,West Lori,Nevada,19963,4026 Tran Parkways Suite 962,Clarkeborough,Arkansas,84336
341,2406234,Jessica,Rios,1905-12-29,jessica.r@northeastern.edu,F,No,2025-10-10,3296 Kevin Flat,Kathleenside,North Dakota,49584,Cote d'Ivoire,Unemployed,No,26281 Wong Circles Apt. 096,Johnstonberg,Massachusetts,56999,01440 Mills Track,Morseshire,Texas,17301
342,8891024,Jennifer,Mclaughlin,1910-12-26,jennifer.m@northeastern.edu,M,No,2024-06-27,806 Donaldson Walk Suite 139,East Meghan,North Dakota,90931,Pitcairn Islands,Employed,Yes,42108 Bradley Creek,North Michelle,New York,71703,2172 White Lane Apt. 201,Christophermouth,Vermont,53411
343,2738643,Kylie,Andrade,1966-05-07,kylie.a@northeastern.edu,F,No,2023-01-03,186 Johnny Ranch Apt. 878,North Charlesfurt,Rhode Island,91879,Portugal,Unemployed,No,345 Parsons Expressway Suite 233,Port Jennifer,Utah,12348,0442 Norman Parks,New Carrie,Oklahoma,69800
344,5763697,Susan,Roy,2018-11-30,susan.r@northeastern.edu,M,No,2025-06-10,85270 Mark Underpass Suite 815,Alexandrafurt,Alaska,88570,Antarctica (the territory South of 60 deg S),Employed,No,503 Ann Estates Apt. 771,Port Bretthaven,Mississippi,99216,411 Reyes Hill Suite 666,New Andrewside,Maryland,67252
345,8067351,Rebecca,Rangel,2001-03-27,rebecca.r@northeastern.edu,F,No,2025-11-22,19436 Rush Ranch,New David,Washington,89287,Switzerland,Unemployed,Yes,278 May Forge,Port Jennifer,Wisconsin,87208,21068 Leslie Forges Apt. 418,Carlyside,Maine,72285
346,2059268,Leah,Russo,2008-08-18,leah.r@northeastern.edu,M,No,2022-10-22,40316 Kelley Square Apt. 857,Lake Melindastad,Alaska,56459,Andorra,Employed,No,42681 Leblanc Branch Suite 165,Joshuaborough,Florida,42401,8469 Richard Tunnel,West Emily,Alaska,75716
347,6388479,John,Gray,2012-09-09,john.g@northeastern.edu,F,No,2025-11-03,1616 Welch Cove,Joton,Oklahoma,04633,Taiwan,Unemployed,No,889 Elizabeth Villages,Bryanberg,Hawaii,57656,696 John Lock Suite 648,New Charleschester,Alaska,78014
348,1809546,Kelli,Mercado,1907-04-23,kelli.m@northeastern.edu,M,No,2024-04-13,918 Roberta Shores,Lake Carlafurt,Hawaii,75250,Afghanistan,Employed,Yes,622 Hayden Fall,Lake Ryanchester,Idaho,26281,6798 Middleton Groves Apt. 592,Woodsberg,Georgia,83542
349,2610106,Leah,Jenkins,1926-02-14,leah.j@northeastern.edu,F,No,2024-04-15,7204 Joseph Port,New Nancybury,North Dakota,89580,Niue,Unemployed,No,0772 Jackson Highway Suite 621,Johnport,Wyoming,67393,54309 Beltran Plains,South Suzanneshire,Louisiana,45873
350,7211534,Ryan,Drake,1936-10-28,ryan.d@northeastern.edu,M,No,2025-06-02,789 Hall Shore Apt. 374,East Robertchester,Maine,67639,Andorra,Employed,No,2695 Mccoy Groves,West Bradley,Utah,60147,38101 Rice Turnpike Apt. 622,Hannahton,Vermont,21802
351,1463282,Morgan,Holt,1922-09-26,morgan.h@northeastern.edu,F,No,2024-08-09,72799 Nancy Prairie,East Charlesside,Massachusetts,03067,Israel,Unemployed,Yes,878 Sanders Brook,Bullockmouth,New Hampshire,25833,4420 Kara Stream Suite 879,Terriland,Kansas,04384
352,8436528,Randy,Jones,1925-05-15,randy.j@northeastern.edu,M,No,2024-09-10,7015 Vincent Manors,Cervanteschester,Nevada,74688,Saint Vincent and the Grenadines,Employed,No,1644 Sarah Shore,Andreaside,Illinois,94014,90501 Paul Prairie,East Michaelfort,Tennessee,46604
353,5975853,Michael,Scott,1927-01-10,michael.s@northeastern.edu,F,No,2022-04-05,616 Taylor Court,Annetteville,Rhode Island,59134,Ukraine,Unemployed,No,559 Terry Knolls Suite 005,New Georgeburgh,Oklahoma,42239,4435 Michael Drive Suite 010,Port Shannonstad,Alabama,75760
354,5118905,Taylor,Johnson,2006-06-25,taylor.j@northeastern.edu,M,No,2023-08-19,828 Bryant Glens,Gonzalezborough,Wisconsin,32027,Philippines,Employed,Yes,645 Valerie Club,New Jennifer,New Jersey,89947,32857 Lindsay Burgs,East Saramouth,California,13880
355,6865978,John,Phelps,1977-11-29,john.p@northeastern.edu,F,No,2024-05-17,86041 Smith Garden,Lake Mark,Alabama,88110,Jamaica,Unemployed,No,2095 Romero Estates,North Katieton,Oklahoma,40106,4673 Henry Terrace Suite 946,Lake Bonnieberg,Nevada,98489
356,3449086,Tricia,Rivera,2010-10-12,tricia.r@northeastern.edu,M,No,2023-09-27,634 Miguel Shoal,Lake Suzanne,Nevada,08327,Monaco,Employed,No,04286 Patel Dam Apt. 500,Russellfort,New Mexico,52067,07333 Christine Run Apt. 281,Port Steventon,North Dakota,14379
357,1974646,Tyler,Davis,2004-09-12,tyler.d@northeastern.edu,F,No,2024-06-06,19170 Warren Pike,Port Danaburgh,North Dakota,00711,Western Sahara,Unemployed,Yes,8152 Smith Harbors Suite 734,Howardmouth,New Jersey,60361,0232 Amy Corner,Mirandaside,Maryland,98032
358,2518290,Breanna,Levine,1954-03-05,breanna.l@northeastern.edu,M,No,2022-09-30,74584 Michael Keys,New Lisa,Missouri,72328,Mauritius,Employed,No,27584 Allen Stream,Wardville,Connecticut,93275,660 Lara Mount,West Brianna,Delaware,71138
359,1117324,Steven,Perez,1909-06-28,steven.p@northeastern.edu,F,No,2022-02-04,053 Peterson Drive Suite 893,South Stacyfort,North Carolina,33899,Senegal,Unemployed,No,919 Raymond Track,Bradleyhaven,Oregon,78204,8507 Mary Canyon,Johnsonborough,Montana,45945
360,1204260,Bryce,Rogers,1997-01-16,bryce.r@northeastern.edu,M,No,2024-10-21,43105 Castillo Plain,East Sierraton,Mississippi,27529,Peru,Employed,Yes,58050 Miller Mews Suite 717,Woodchester,Alabama,75762,3817 William Forge,Martinside,Maine,59485
361,9145982,Janet,Martinez,2000-04-18,janet.m@northeastern.edu,F,No,2022-02-20,478 Holt Ridge,Smithmouth,Louisiana,01924,Qatar,Unemployed,No,65530 Andrew Wall,South Nathanside,Arkansas,43784,76628 John Pine Apt. 750,Smithchester,Connecticut,76855
362,5470298,Andrew,Munoz,1990-11-10,andrew.m@northeastern.edu,M,No,2022-09-10,9400 Soto Burg,Stevenschester,Arizona,38867,Burundi,Employed,No,62534 Natalie Mountains Apt. 749,Jacobstad,Colorado,77767,0604 Joanne Way Suite 969,South Williamshire,Hawaii,94686
363,9856210,Garrett,Brown,1934-04-05,garrett.b@northeastern.edu,F,No,2024-06-20,862 Jones Lodge,Gabrielleshire,Virginia,59178,Taiwan,Unemployed,Yes,43712 Odonnell Roads Suite 081,Lawsonside,North Dakota,92121,501 Snow Wall,Jonathanton,Michigan,27427
364,5425199,Curtis,Rios,1987-07-28,curtis.r@northeastern.edu,M,No,2023-03-25,130 Robin Junctions,Benjaminview,Louisiana,49216,Swaziland,Employed,No,8083 Kristin Hills,North Carolynside,Maine,13842,10231 Ortega Inlet Apt. 808,Danielsmouth,Nebraska,09988
365,8066117,Isaac,Sherman,1976-10-05,isaac.s@northeastern.edu,F,No,2023-05-01,875 Bailey Shore Apt. 401,East Jasonberg,Delaware,88918,Latvia,Unemployed,No,514 Simmons Mountain Suite 353,North Adam,New Hampshire,83449,22094 Bass Highway Suite 839,East Trevor,Oklahoma,73797
366,6710200,Catherine,Collins,2002-07-11,catherine.c@northeastern.edu,M,No,2024-05-15,81312 Mary Unions Apt. 015,South Jeffrey,Illinois,15890,Isle of Man,Employed,Yes,334 Daniel Square,Lake Andrewfurt,Wisconsin,77688,775 Turner Corners Apt. 597,Villegasburgh,Arkansas,75114
367,5969102,Danny,Walters,1906-09-03,danny.w@northeastern.edu,F,No,2023-04-22,3559 Frances Passage,North Joe,New Jersey,20955,Gibraltar,Unemployed,No,7177 James Prairie Apt. 160,Port Davidtown,Georgia,07617,80936 Wilson Squares Suite 143,Wrightside,Tennessee,45632
368,2226683,Edwin,Keith,1937-04-07,edwin.k@northeastern.edu,M,No,2024-02-23,179 Mullen Squares Suite 846,Cynthiafort,California,26699,Korea,Employed,No,16161 Garcia Forks Apt. 123,East Jerryton,North Dakota,20584,43199 Cabrera Knolls,Bradytown,Arkansas,59464
369,3455453,Laura,Bean,1911-08-24,laura.b@northeastern.edu,F,No,2025-08-19,0362 Hoover Walk,West Davidburgh,Alabama,92240,Guatemala,Unemployed,Yes,6330 William Tunnel,Petersport,Ohio,06055,9712 Chambers Island,Robertmouth,Georgia,44924
370,7354262,Nicole,Gomez,1999-01-16,nicole.g@northeastern.edu,M,No,2024-09-11,3062 Bennett Oval Suite 595,Christopherbury,New York,92139,Morocco,Employed,No,390 Jonathan Brooks,Jessicaburgh,Washington,72268,860 Elizabeth Islands,New Mark,New Hampshire,03589
371,1026806,Marissa,Holland,1911-05-29,marissa.h@northeastern.edu,F,No,2024-09-22,345 Gill Key,Amandaview,Oklahoma,89784,Kenya,Unemployed,No,8769 Steven Canyon Suite 499,New Karen,North Carolina,42045,874 Avila Crossroad Apt. 583,Nicoleborough,Hawaii,16614
372,5907389,Michele,Warren,1947-05-19,michele.w@northeastern.edu,M,No,2022-01-03,16782 Roth Pass Suite 238,Herringbury,Arizona,28478,Fiji,Employed,Yes,61292 James Oval,Port Ashley,Louisiana,07827,301 Bennett Turnpike,Jamesville,Utah,28774
373,4160286,Richard,Walker,1960-01-06,richard.w@northeastern.edu,F,No,2022-03-15,153 Aguilar Canyon Apt. 962,Millerberg,Kansas,49184,India,Unemployed,No,779 Jacqueline Station Apt. 534,East Kenneth,Illinois,66351,8634 Jenkins Glen,Lake Kristin,Georgia,03138
374,2685420,Erin,Quinn,1977-11-26,erin.q@northeastern.edu,M,No,2023-01-08,74905 Small Locks,Michaelton,Nebraska,35850,French Southern Territories,Employed,No,4641 Porter View,Lake Christopher,Arkansas,20518,9492 Ryan Field,Lake Donaldmouth,Oklahoma,39422
375,6369545,Lisa,Ryan,1949-05-12,lisa.r@northeastern.edu,F,No,2023-02-08,588 Scott Springs,Dawnville,Alabama,06544,Turkey,Unemployed,Yes,079 Scott Avenue Suite 499,West Sarah,Colorado,91691,713 Nancy Place,Heathermouth,Florida,98438
